,id,name,color,habitat,shape,poke_type,capture_chance,height,weight,ability_0,ability_1,ability_2,sprite,description
377,378,regice,blue,cave,humanoid,ice,0.01,18,1750,clear-body,ice-body,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/378.png,blue humanoid regice who is of ice type and lives in cave.
378,379,registeel,gray,cave,humanoid,steel,0.01,19,2050,clear-body,light-metal,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/379.png,gray humanoid registeel who is of steel type and lives in cave.
379,380,latias,red,waters-edge,wings,dragon,0.01,14,400,levitate,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/380.png,red wings latias who is of dragon type and lives in waters-edge.
380,381,latios,blue,waters-edge,wings,dragon,0.01,20,600,levitate,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/381.png,blue wings latios who is of dragon type and lives in waters-edge.
381,382,kyogre,blue,sea,fish,water,0.01,45,3520,drizzle,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/382.png,blue fish kyogre who is of water type and lives in sea.
382,383,groudon,red,rough-terrain,upright,ground,0.01,35,9500,drought,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/383.png,red upright groudon who is of ground type and lives in rough-terrain.
383,384,rayquaza,green,rare,squiggle,dragon,0.18,70,2065,air-lock,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/384.png,green squiggle rayquaza who is of dragon type and lives in rare.
384,385,jirachi,yellow,mountain,humanoid,steel,0.01,3,11,serene-grace,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/385.png,yellow humanoid jirachi who is of steel type and lives in mountain.
385,386,deoxys-normal,red,rare,humanoid,psychic,0.01,17,608,pressure,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/386.png,red humanoid deoxys-normal who is of psychic type and lives in rare.
386,387,turtwig,green,grassland,quadruped,grass,0.18,4,102,overgrow,shell-armor,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/387.png,green quadruped turtwig who is of grass type and lives in grassland.
387,388,grotle,green,grassland,quadruped,grass,0.18,11,970,overgrow,shell-armor,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/388.png,green quadruped grotle who is of grass type and lives in grassland.
388,389,torterra,green,grassland,quadruped,grass,0.18,22,3100,overgrow,shell-armor,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/389.png,green quadruped torterra who is of grass type and lives in grassland.
389,390,chimchar,brown,grassland,upright,fire,0.18,5,62,blaze,iron-fist,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/390.png,brown upright chimchar who is of fire type and lives in grassland.
390,391,monferno,brown,grassland,upright,fire,0.18,9,220,blaze,iron-fist,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/391.png,brown upright monferno who is of fire type and lives in grassland.
391,392,infernape,brown,grassland,upright,fire,0.18,12,550,blaze,iron-fist,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/392.png,brown upright infernape who is of fire type and lives in grassland.
392,393,piplup,blue,waters-edge,humanoid,water,0.18,4,52,torrent,competitive,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/393.png,blue humanoid piplup who is of water type and lives in waters-edge.
393,394,prinplup,blue,waters-edge,upright,water,0.18,8,230,torrent,competitive,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/394.png,blue upright prinplup who is of water type and lives in waters-edge.
394,395,empoleon,blue,waters-edge,upright,water,0.18,17,845,torrent,competitive,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/395.png,blue upright empoleon who is of water type and lives in waters-edge.
395,396,starly,brown,rough-terrain,wings,normal,1.0,3,20,keen-eye,reckless,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/396.png,brown wings starly who is of normal type and lives in rough-terrain.
396,397,staravia,brown,rough-terrain,wings,normal,0.47,6,155,intimidate,reckless,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/397.png,brown wings staravia who is of normal type and lives in rough-terrain.
397,398,staraptor,brown,grassland,wings,normal,0.18,12,249,intimidate,reckless,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/398.png,brown wings staraptor who is of normal type and lives in grassland.
398,399,bidoof,brown,forest,quadruped,normal,1.0,5,200,simple,unaware,moody,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/399.png,brown quadruped bidoof who is of normal type and lives in forest.
399,400,bibarel,brown,forest,upright,normal,0.5,10,315,simple,unaware,moody,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/400.png,brown upright bibarel who is of normal type and lives in forest.
400,401,kricketot,red,forest,humanoid,bug,1.0,3,22,shed-skin,run-away,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/401.png,red humanoid kricketot who is of bug type and lives in forest.
401,402,kricketune,red,forest,bug-wings,bug,0.18,10,255,swarm,technician,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/402.png,red bug-wings kricketune who is of bug type and lives in forest.
402,403,shinx,blue,mountain,quadruped,electric,0.92,5,95,rivalry,intimidate,guts,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/403.png,blue quadruped shinx who is of electric type and lives in mountain.
403,404,luxio,blue,urban,quadruped,electric,0.47,9,305,rivalry,intimidate,guts,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/404.png,blue quadruped luxio who is of electric type and lives in urban.
404,405,luxray,blue,urban,quadruped,electric,0.18,14,420,rivalry,intimidate,guts,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/405.png,blue quadruped luxray who is of electric type and lives in urban.
405,406,budew,green,grassland,humanoid,grass,1.0,2,12,natural-cure,poison-point,leaf-guard,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/406.png,green humanoid budew who is of grass type and lives in grassland.
406,407,roserade,green,forest,humanoid,grass,0.29,9,145,natural-cure,poison-point,technician,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/407.png,green humanoid roserade who is of grass type and lives in forest.
407,408,cranidos,blue,waters-edge,upright,rock,0.18,9,315,mold-breaker,sheer-force,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/408.png,blue upright cranidos who is of rock type and lives in waters-edge.
408,409,rampardos,blue,waters-edge,upright,rock,0.18,16,1025,mold-breaker,sheer-force,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/409.png,blue upright rampardos who is of rock type and lives in waters-edge.
409,410,shieldon,gray,mountain,quadruped,rock,0.18,5,570,sturdy,soundproof,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/410.png,gray quadruped shieldon who is of rock type and lives in mountain.
410,411,bastiodon,gray,mountain,quadruped,rock,0.18,13,1495,sturdy,soundproof,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/411.png,gray quadruped bastiodon who is of rock type and lives in mountain.
411,412,burmy,green,forest,blob,bug,0.47,2,34,shed-skin,overcoat,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/412.png,green blob burmy who is of bug type and lives in forest.
412,413,wormadam-plant,green,forest,blob,bug,0.18,5,65,anticipation,overcoat,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/413.png,green blob wormadam-plant who is of bug type and lives in forest.
413,414,mothim,yellow,forest,bug-wings,bug,0.18,9,233,swarm,tinted-lens,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/414.png,yellow bug-wings mothim who is of bug type and lives in forest.
414,415,combee,yellow,forest,heads,bug,0.47,3,55,honey-gather,hustle,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/415.png,yellow heads combee who is of bug type and lives in forest.
415,416,vespiquen,yellow,forest,bug-wings,bug,0.18,12,385,pressure,unnerve,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/416.png,yellow bug-wings vespiquen who is of bug type and lives in forest.
416,417,pachirisu,white,grassland,quadruped,electric,0.78,4,39,run-away,pickup,volt-absorb,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/417.png,white quadruped pachirisu who is of electric type and lives in grassland.
417,418,buizel,brown,waters-edge,quadruped,water,0.75,7,295,swift-swim,water-veil,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/418.png,brown quadruped buizel who is of water type and lives in waters-edge.
418,419,floatzel,brown,waters-edge,quadruped,water,0.29,11,335,swift-swim,water-veil,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/419.png,brown quadruped floatzel who is of water type and lives in waters-edge.
419,420,cherubi,pink,forest,heads,grass,0.75,4,33,chlorophyll,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/420.png,pink heads cherubi who is of grass type and lives in forest.
420,421,cherrim,purple,forest,legs,grass,0.29,5,93,flower-gift,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/421.png,purple legs cherrim who is of grass type and lives in forest.
421,422,shellos,purple,sea,squiggle,water,0.75,3,63,sticky-hold,storm-drain,sand-force,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/422.png,purple squiggle shellos who is of water type and lives in sea.
422,423,gastrodon,purple,sea,squiggle,water,0.29,9,299,sticky-hold,storm-drain,sand-force,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/423.png,purple squiggle gastrodon who is of water type and lives in sea.
423,424,ambipom,purple,forest,upright,normal,0.18,12,203,technician,pickup,skill-link,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/424.png,purple upright ambipom who is of normal type and lives in forest.
424,425,drifloon,purple,urban,arms,ghost,0.49,4,12,aftermath,unburden,flare-boost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/425.png,purple arms drifloon who is of ghost type and lives in urban.
425,426,drifblim,purple,urban,arms,ghost,0.24,12,150,aftermath,unburden,flare-boost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/426.png,purple arms drifblim who is of ghost type and lives in urban.
426,427,buneary,brown,urban,upright,normal,0.75,4,55,run-away,klutz,limber,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/427.png,brown upright buneary who is of normal type and lives in urban.
427,428,lopunny,brown,forest,upright,normal,0.24,12,333,cute-charm,klutz,limber,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/428.png,brown upright lopunny who is of normal type and lives in forest.
428,429,mismagius,purple,cave,ball,ghost,0.18,9,44,levitate,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/429.png,purple ball mismagius who is of ghost type and lives in cave.
429,430,honchkrow,black,forest,wings,dark,0.12,9,273,insomnia,super-luck,moxie,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/430.png,black wings honchkrow who is of dark type and lives in forest.
430,431,glameow,gray,urban,quadruped,normal,0.75,5,39,limber,own-tempo,keen-eye,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/431.png,gray quadruped glameow who is of normal type and lives in urban.
431,432,purugly,gray,grassland,quadruped,normal,0.29,10,438,thick-fat,own-tempo,defiant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/432.png,gray quadruped purugly who is of normal type and lives in grassland.
432,433,chingling,yellow,rough-terrain,humanoid,psychic,0.47,2,6,levitate,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/433.png,yellow humanoid chingling who is of psychic type and lives in rough-terrain.
433,434,stunky,purple,urban,quadruped,poison,0.88,4,192,stench,aftermath,keen-eye,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/434.png,purple quadruped stunky who is of poison type and lives in urban.
434,435,skuntank,purple,urban,quadruped,poison,0.24,10,380,stench,aftermath,keen-eye,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/435.png,purple quadruped skuntank who is of poison type and lives in urban.
435,436,bronzor,green,mountain,ball,steel,1.0,5,605,levitate,heatproof,heavy-metal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/436.png,green ball bronzor who is of steel type and lives in mountain.
436,437,bronzong,green,mountain,arms,steel,0.35,13,1870,levitate,heatproof,heavy-metal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/437.png,green arms bronzong who is of steel type and lives in mountain.
437,438,bonsly,brown,forest,legs,rock,1.0,5,150,sturdy,rock-head,rattled,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/438.png,brown legs bonsly who is of rock type and lives in forest.
438,439,mime-jr,pink,urban,humanoid,psychic,0.57,6,130,soundproof,filter,technician,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/439.png,pink humanoid mime-jr who is of psychic type and lives in urban.
439,440,happiny,pink,grassland,humanoid,normal,0.51,6,244,natural-cure,serene-grace,friend-guard,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/440.png,pink humanoid happiny who is of normal type and lives in grassland.
440,441,chatot,black,forest,wings,normal,0.12,5,19,keen-eye,tangled-feet,big-pecks,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/441.png,black wings chatot who is of normal type and lives in forest.
441,442,spiritomb,purple,cave,blob,ghost,0.39,10,1080,pressure,infiltrator,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/442.png,purple blob spiritomb who is of ghost type and lives in cave.
442,443,gible,blue,waters-edge,upright,dragon,0.18,7,205,sand-veil,rough-skin,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/443.png,blue upright gible who is of dragon type and lives in waters-edge.
443,444,gabite,blue,waters-edge,upright,dragon,0.18,14,560,sand-veil,rough-skin,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/444.png,blue upright gabite who is of dragon type and lives in waters-edge.
444,445,garchomp,blue,waters-edge,upright,dragon,0.18,19,950,sand-veil,rough-skin,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/445.png,blue upright garchomp who is of dragon type and lives in waters-edge.
